Topic,Count,Name,Representation,Representative_Docs
13,822,13_alimentos_supermercados_productos_carne,"['alimentos', 'supermercados', 'productos', 'carne', 'precios', 'comer', 'consumo', 'comida', 'iva', 'alimentacion', 'alcohol', 'compra', 'cafe', 'vino', 'consumidores', 'precio', 'producto', 'restaurante', 'rebaja', 'origen']","[' la alimentacion mantiene la escalada de los precios en enero el coste en origen se ha incrementado tan solo en la primera quincena de enero un  respecto al cierre de  segun los datos del ministerio de agricultura en varios alimentos beneficiados por esta medida sus precios siguen en alza y ante la imposibilidad de los supermercados de repercutir estas subidas se estan recortando aun mas sus margenes los huevos a finales de diciembre tenian un valor medio de  euros por kilo a principios de enero  euros  ', ' mientras la inflacion en el sector energetico se modera los precios de los alimentos siguen subiendo en portugal como ocurre en espana para algunos productos como la lechuga la leche el azucar los tomates o los huevos el aumento en los supermercados ha sido de mas de un  en un ano una escalada de precios que ha llevado a los consumidores y ahora al gobierno a cuestionar los margenes de las grandes empresas de distribucion alimentaria  ', ' analizamos la variacion del indice de precios de consumo ipc en mas de  productos durante el ultimo ano para ver que se ha encarecido mas durante la crisis de inflacion los precios de la alimentacion vuelven a subir en febrero despues de la ligera moderacion del mes pasado la rebaja del iva aprobada por el gobierno en diciembre se noto en enero en alimentos basicos como el pan la leche los huevos o las patatas cuyo iva bajo del  al  y en el aceite y las pastas alimenticias que tuvieron una rebaja del  al  pero los precios  ']"
14,818,14_trabajadores_laboral_empleo_empleados,"['trabajadores', 'laboral', 'empleo', 'empleados', 'despido', 'trabajo', 'salario', 'paro', 'plantilla', 'convenio', 'jornada', 'salarial', 'sindicatos', 'trabajador', 'empresas', 'laborales', 'ugt', 'empresa', 'minimo', 'salarios']","[' el gobierno vasco propondra a empresas y sindicatos ensayar la semana laboral de cuatro dias la vicelehendakari y consejera de trabajo y empleo del gobierno vasco idoia mendia ha anunciado este viernes en el parlamento vasco y de manera deliberada que llevara a la reunion de la mesa de mesa de dialogo social de este mes de marzo la creacion de un grupo de innovacion en las relaciones laborales que aborde la semana de cuatro dias laborables con el mismo salario  ', ' yolanda diaz ministra de trabajo y vicepresidenta segunda del gobierno participo en las jornadas confederales de la ugt celebradas la semana pasada y en ellas expreso la voluntad del ministerio de vislumbrar un futuro mucho mas moderno para la jornada laboral de ocho horas segun informo europa pressnuestros vecinos van por el mismo sendero esta previsto que el pais iberico celebre una prueba piloto de la semana laboral de cuatro dias en el segundo semestre de  la cual parece haber sido bien acogida entre las empresas pequenas  ', ' los sindicatos y la asociacion nacional grandes de empresas de distribucion anged que engloba a empresas como el corte ingles carrefour o ikea entre otras han acordado un incremento salarial del  en cuatro anos en el marco de la negociacion del nuevo convenio de grandes almacenes el mas grande de espana al afectar a unos  trabajadores segun ha dado a conocer la confederacion sindical independiente fetico sindicato mayoritario con un  y que ha estado acompanado por ccoo valorian y ugt en la mesa social de la subida   ']"
15,744,15_artificial_inteligencia_chatgpt_ia,"['artificial', 'inteligencia', 'chatgpt', 'ia', 'gpt', 'openai', 'google', 'lenguaje', 'microsoft', 'modelos', 'codigo', 'software', 'herramientas', 'version', 'herramienta', 'crear', 'modelo', 'web', 'tecnologia', 'capaz']","[' han usado la ia gpt para crear wolverine un programa que detecta errores de tu codigo y realiza los cambios necesarios para arreglarlo la capacidad de la inteligencia artificial no deja de asombrarnos pues lo que hace un tiempo parecia imposible ahora no lo es imaginad hace  anos pensar que una ia podia hacer nuestro trabajo crear musica textos e imagenes por su cuenta a un nivel de calidad de un ser humano sonaba a historia de ciencia ficcion pero es que ahora la ia gpt incluso es capaz de arreglar tu codigo de programacion  ', ' alphacode este nuevo sistema de inteligencia artificial llega de la mano de la celebre deepmind subsidiaria de google mejor que los humanos aunque copilot y chatgpt son los mas populares el verdadero referente en sistemas de ia que programan era codex lanzado en  por openai y entrenado con mas de  gb de codigo de github en deepmind tambien han entrenado su sistema con codigo de estos repositorios pero ademas han anadido entrenamiento basado en problemas recolectados de programacion  ', ' la inteligencia artificial gpt ha creado una revolucion en el mundo de la tecnologia esta inteligencia artificial ha sido disenada para ser mas humana que los sistemas ai anteriores dotandola de la habilidad de aprender de manera continua y generar respuestas humanas esta nueva ia se ha convertido en una de las principales fuentes de innovacion permitiendo a los usuarios crear aplicaciones y robots que se comporten de manera humana  ']"
16,626,16_trenes_conductor_tren_vehiculo,"['trenes', 'conductor', 'tren', 'vehiculo', 'accidente', 'velocidad', 'coche', 'trafico', 'conductores', 'transporte', 'carretera', 'transportes', 'pasajeros', 'via', 'lineas', 'linea', 'alta', 'multas', 'policia', 'carreteras']","[' la guardia civil ha arrestado al conductor de un automovil por su presunta responsabilidad en un accidente de trafico en el que murieron dos ocupantes del vehiculo y otros dos resultaron gravemente heridos el incidente ocurrio alrededor de las  horas del  de junio en el kilometro  de la autovia del sur a madridcadiz en direccion descendente en el municipio de viso del marques ciudad real por razones aun desconocidas el automovil que conducia el detenido se salio de la via por el margen derecho  ', ' componentes del subsector de trafico de la guardia civil de albacete han investigado al conductor de un vehiculo por un delito contra la seguridad vial al circular con exceso de velocidad la persona investigada circulaba a  kilometros por hora cuando la velocidad generica de la via era de   ', ' la guardia civil ha detenido al conductor de camion con semirremolque que circulaba por la n a la altura de huercalovera almeria con una tasa de alcoholemia que multiplicaba por nueve el maximo permitido para profesionales el arrestado provoco un accidente de trafico sin victimas aunque si causo danos materiales en otro vehiculo segun ha informado la comandancia tras ser interceptado el camion por la patrulla de trafico se sometio al conductor a la prueba de alcohol arrojando un resultado de  mgl en aire espirado  ']"
17,600,17_cancer_covid_virus_enfermedad,"['cancer', 'covid', 'virus', 'enfermedad', 'celulas', 'enfermedades', 'coronavirus', 'muertes', 'investigadores', 'casos', 'pandemia', 'cientificos', 'estudio', 'sintomas', 'salud', 'riesgo', 'tratamiento', 'pacientes', 'humanos', 'revista']","[' la nacion insular reporto  nuevos casos de coronavirus  menos que el miercoles el numero de muertes relacionadas con el coronavirus reportadas en todo el pais fue un record de  informa japan today el numero de personas infectadas hospitalizadas con sintomas graves en tokio fue de  cinco menos que el miercoles en cuanto al numero de personas que mueren por covid en los ultimos tres meses en japon es casi  veces mayor que durante el mismo periodo del ano pasado  ', ' investigadores del md anderson cancer center de la universidad de texas estados unidos han descubierto un gen del cromosoma y que se regula al alza en el cancer colorrectal ccr con mutacion de kras lo que aumenta la invasividad de las celulas tumorales y reduce la inmunidad antitumoral en los pacientes varones  el estudio preclinico publicado en la revista nature aporta nuevos datos sobre los mecanismos moleculares y celulares que provocan el aumento de las metastasis y el mal pronostico en los hombres con ccr los resultados  ', ' la covid ya no es una emergencia internacional despues de que la organizacion mundial de la salud oms asi lo indicara el pasado miercoles pero los investigadores continuan estudiando la enfermedad y el virus para tratar de desentranar los misterios ocultos todavia por el coronavirus  ']"
18,456,18_alumnos_educacion_estudiantes_centros,"['alumnos', 'educacion', 'estudiantes', 'centros', 'escuela', 'profesores', 'escolar', 'curso', 'colegio', 'escuelas', 'clases', 'colegios', 'universidad', 'acoso', 'padres', 'universidades', 'clase', 'privados', 'profesor', 'hijos']","[' el gobierno vasco dejara de financiar a partir del proximo curso escolar a los centros educativos que separen a los alumnos en funcion de su genero segun ha anunciado el consejero de educacion jokin bildarratz que ha explicado que su departamento ya ha dado a conocer esta decision a los seis colegios que siguen aplicando esta forma de segregacion escolar  ', ' la comunidad de madrid es la que mas estudiantes tiene becados en la educacion privada en la region presidida por isabel diaz ayuso el  de los alumnos con una beca autonomica estudia en centros privados de acuerdo con los ultimos datos del ministerio de educacion del curso  casi el doble que la media nacional situada en el   ', ' los padres del colegio publico de la granja en la ciudad de leon han realizado una encuesta en la que mas del  de las familias del centro optarian si pudieran por no participar en el programa de secciones bilingues al que esta adherido el centro y por el que todos los alumnos de primaria aprenden dos asignaturas en ingles  el bilinguismo en los centros educativos publicos como lo conocemos hoy en dia nacio en el curso  despues de que la junta de castilla y leon desde la consejeria de educacion cuya cartera era por entonces  ']"
19,288,19_cocaina_medicamentos_droga_drogas,"['cocaina', 'medicamentos', 'droga', 'drogas', 'kilos', 'consumo', 'toneladas', 'operacion', 'puerto', 'policia', 'sustancias', 'guardia', 'civil', 'productos', 'uso', 'operativo', 'colombia', 'trafico', 'sanidad', 'nacional']","[' nunca llegaron a cruzar el atlantico pero  kilos de cocaina tenian comprado el billete de ida para cruzar el oceano desde colombia hasta galicia desde alli una red espanola de narcotrafico pretendia cortarla y moverla para inundar las calles de espana con una droga que a una media de  euros el gramo que puede llegar a costar en la calle habria alcanzado un precio de mercado que rondaria los  millones de euros una vez cortada y vendida al por mayor segun calculos de la propia audiencia nacional antes de que todo eso sucediera  ', ' con poco mas de  habitantes amberes es mundialmente conocida como la capital del diamante sin embargo el mercado que ha llamado la atencion de las autoridades europeas no esta alli en el centro historico sino en su costa solo en  se incautaron  toneladas de cocaina en el puerto de la ciudad lo que convierte a belgica en el pais de europa con mayor cantidad de incautaciones de droga y esto es solo una parte de un gran mercado las autoridades estiman que solo se incauta una decima parte de toda la cocaina enviada al puerto  ', ' al hablar de cocaina la ciudad espanola que mas consume esta droga es barcelona o al menos eso reflejan sus aguas residuales segun un estudio de  realizado por el observatorio europeo de las drogas y las toxicomanias oedt una agencia de la union europea en la ciudad condal habia  mgpdia de cocaina en sus aguas residuales  ']"
20,279,20_buque_barco_rescate_bordo,"['buque', 'barco', 'rescate', 'bordo', 'puerto', 'mar', 'barcos', 'aguas', 'costa', 'busqueda', 'pasajeros', 'desaparecido', 'restos', 'marina', 'costas', 'migrantes', 'personas', 'armada', 'zona', 'bandera']","[' el buque hidrografico malaspina con base en la carraca en san fernando quedo varado este jueves en un bajo en las proximidades de isla es vedra en ibiza donde se encuentra realizando una campana hidrografica segun informo la armada el barco consiguio salir con el apoyo de un remolcador del servicio de salvamento maritimo sasemar y buceadores de la guardia civil empezando a navegar con seguridad dirigiendose a puerto  ', ' en  el buque de guerra klein hollandia pequena holanda en neerlandes formaba parte de un escuadron al mando del almirante de haese que escoltaba la flota de los paises bajos desde el puerto griego de esmirna en direccion al canal de la mancha en su ruta hacia su pais a la altura de la isla de wight frente a las costa de southampton al sur de inglaterra el klein hollandia fue atacado por una flota inglesa de hecho el barco fue apresado pero cuando los ingleses intentaron remolcarlo hasta la costa se hundio definitivamente  ', ' dos hombres nigerianos de  y  anos fueron localizados el lunes por la noche en la pala del timon de un buque a su llegada al puerto de las palmas tras una travesia que comenzo en nigeria la semana pasada esta es la segunda vez en menos de un mes en la que un barco  de msc llega al puerto de las palmas con personas subidas a la pala del timon el pasado  de junio otros dos jovenes marfilenos de  y  anos de edad llegaron tras  dias de viaje desde abiyan capital de costa de marfil  ']"
21,272,21_migrantes_poblacion_inmigrantes_pobreza,"['migrantes', 'poblacion', 'inmigrantes', 'pobreza', 'frontera', 'habitantes', 'paises', 'mexico', 'porcentaje', 'personas', 'pais', 'fronteras', 'espana', 'ine', 'estadistica', 'pobres', 'mapa', 'tasas', 'riesgo', 'social']","[' espana es el segundo pais de la union europea con mayor tasa de ninos y adolescentes en riesgo de pobreza y exclusion social solo por debajo de rumania  andalucia  extremadura  y murcia  son las comunidades autonomas con tasas de riesgo de pobreza y exclusion social en la infancia muy por encima de la media de espana la comunidad valenciana tambien muestra unas elevadas tasas de pobreza infantil ya que en el  el  de la infancia estaba en riesgo de pobreza y exclusion social  ', ' china registro su primera disminucion de la poblacion en  anos el martes pero no es el unico pais donde el numero de personas esta disminuyendo ocho paises con mas de  millones de habitantes han visto disminuir su poblacion en la ultima decada la mayoria son europeos junto con ucrania cuya poblacion se ha desplomado debido a la invasion rusa el numero de personas en italia portugal polonia rumania y grecia esta disminuyendo hay muchas razones detras de estas caidas algunas unicas para cada pais pero todas comparten bajas tasas  ', ' espana es el cuarto pais con el mayor porcentaje de personas en riesgo de pobreza o exclusion social de la union europea por debajo de rumania bulgaria y grecia segun datos de  de eurostat se trata de mas de  millones de espanoles el  de la poblacion que estan en riesgo de padecer pobreza o exclusion valores que estan por encima de la media de la ue  en   los paises con menor porcentaje de la lista son polonia  eslovenia  y republica checa   ']"
22,235,22_trump_donald_documentos_expresidente,"['trump', 'donald', 'documentos', 'expresidente', 'biden', 'periodista', 'gonzalez', 'jurado', 'cargos', 'polonia', 'joe', 'secretos', 'espionaje', 'blanca', 'unidos', 'acusacion', 'abogados', 'fiscal', 'pablo', 'conspiracion']","[' un gran jurado federal de estados unidos ha citado este miercoles al exasesor del expresidente donald trump steve bannon por su conducta durante el asalto al capitolio  a pesar de que bannon dejo la casa blanca antes de las elecciones alento al expresidente a anularlas y le presiono tanto en publico como en privado para resistir la presidencia de joe biden segun ha publicado la cadena estadounidense cbs news  ', ' el expresidente donald trump fue acusado de siete cargos en la investigacion sobre el manejo de documentos clasificados del fiscal especial jack smith esta es la primera vez que un expresidente enfrenta cargos federales trump enfrenta un cargo en virtud de la ley de espionaje le dijo su abogado jim trusty a cnn este jueves asi como cargos de obstruccion de la justicia destruccion o falsificacion de registros conspiracion y declaraciones falsas  ', ' el departamento de justicia de estados unidos ha desvelado este viernes por la tarde una acusacion de  paginas contra el expresidente donald trump esta noticia llega despues de la renuncia de dos de los abogados de trump en el caso informa reuters la acusacion detalla  cargos contra el expresidente por su manejo de materiales sensibles del gobierno que se llevo consigo al abandonar la casa blanca en enero de  los cargos acusan a trump de retencion no autorizada de documentos clasificados y conspiracion para obstruir la justicia  ']"
23,229,23_suicidio_mental_vida_salud,"['suicidio', 'mental', 'vida', 'salud', 'personas', 'adolescentes', 'dolor', 'sintomas', 'miedo', 'cada', 'problemas', 'sufren', 'social', 'estudio', 'jovenes', 'situaciones', 'persona', 'estudios', 'problema', 'relaciones']","[' espana sufre una cifra record de suicidios que supera los  fallecidos anuales once muertes al dia que en realidad son bastantes mas porque los expertos estiman que entre el  y el  de estos decesos o no se detectan o bien se ocultan por el entorno de la victima el brutal impacto de la pandemia en la vida y la salud mental de muchos espanoles ha acelerado la tendencia al aumento continuado de las autolisis iniciado hace una decada con crecimientos especialmente acelerados y alarmantes entre jovenes y adolescentes  ', ' se trata de un articulo del instituto nacional de estadistica del reino unido acerca del suicidio informan de que los factores de riesgo asociados son el genero los hombres tienen un riesgo de suicidio al menos  veces mayor el divorcio porque el individuo se desconecta de su relacion domestica y de las normas sociales pueden experimentar sentimientos de verguenza culpa y dolor emocional la pobreza las personas que se encuentran en el  mas desfavorecido de la sociedad tienen mas del doble de probabilidades de morir por suicidio  ', ' un total de  personas fallecieron por suicidio en espana en el ano  lo que supone un incremento del  por ciento respecto a  ano anterior a la pandemia de la covid  asi lo refleja el estudio evolucion del suicidio en espana en este milenio presentado este jueves por el centro de investigacion biomedica en red de salud mental cibersam isciii en la universidad complutense de madrid el informe revela que en  primer ano de la pandemia un total de  personas fallecieron en espana por suicidio una cifra que supone  ']"
24,199,24_ferrovial_fallecido_actor_fallecio,"['ferrovial', 'fallecido', 'actor', 'fallecio', 'murio', 'cantante', 'muerto', 'actriz', 'bajos', 'edad', 'cancer', 'sede', 'anos', 'noticia', 'conocido', 'familia', 'confirmado', 'muerte', 'viernes', 'bolsa']","[' el cantante jake flint ha fallecido de forma repentina a la edad de  anos su muerte de produjo el pasado sabado horas despues de haber celebrado su boda junto a brenda flint por lo visto se desconocen las causas de su muerte aunque se sabe que el estadounidense fallecio mientras dormia con el mensaje de no entiendo su viuda ha mostrado su dolor por la terrible y repentina muerte de jake flint deberiamos estar revisando las fotos pero estoy eligiendo el traje para enterrar a mi marido  ', ' ha muerto chabelo y millones de familias comienzan su luto por el personaje que las acompano por decadas el comediante de  anos de edad ha fallecido por complicaciones medicas abdominales segun los primeros reportes habia superado un cancer de mal pronostico recientemente segun confirmo el mismo el ano pasado actor conductor de uno de los programas de la television mas longevos xavier lopez paso mas de  anos visitando los hogares mexicanos cada domingo con el espacio en familia con chabelo  ', ' el actor roonie turner hijo de la cantante tina tuner y del fuera su marido y pareja artistica ike turner ha fallecido en los angeles a los  anos confirmo este viernes su esposa en redes sociales sin dar detalles sobre el fallecimiento el portal digital tmz cuenta que los servicios de emergencia recibieron una llamada porque el actor tenia dificultades para respirar se encontraba en el exterior de su casa y murio minutos despues pese a la atencion de los paramedicos en redes sociales la esposa del interprete afida turner se desp  ']"
25,140,25_criptomonedas_moneda_inversores_valor,"['criptomonedas', 'moneda', 'inversores', 'valor', 'activos', 'dolares', 'mercado', 'digital', 'digitales', 'banco', 'bolsa', 'dinero', 'usuarios', 'euro', 'central', 'colapso', 'pagos', 'plataforma', 'valores', 'efectivo']","[' a lo largo del  pudimos ver el desplome del sector de las criptomonedas observando como bitcoin ethereum y otras criptos perdian gran parte de su valor este fue el momento donde la mineria de criptomonedas dejo de ser rentable y tras esto muchas empresas de criptomonedas quebraron una de ellas fue la plataforma de intercambio de criptomonedas ftx la cual tenia una deuda que pagar de miles de millones a sus acreedores y tras varios meses anuncian que hay  millones de dolares que no logran localizar tras el hackeo de noviembre  ', ' binance el intercambiador de criptomonedas mas grande del mundo esta luchando por mantener los activos a raiz del colapso del rival ftx los inversores han estado retirando sus criptomonedas en las ultimas semanas y a pesar de que el director ejecutivo changpeng zhao aseguro que la situacion se habia estabilizado las salidas se estan acelerando los clientes retiraron  millones de dolares netos el pasado viernes segun datos de la firma de criptodatos defillama  ', ' en medio de la represalia de la comision de bolsa y valores de los estados unidos sec en contra de los exchanges de criptomonedas un exfuncionario ha aconsejado a los inversores tomar la puerta de escape lo mas pronto posible john reed stark quien trabajo por mas de dos decadas como abogado de cumplimiento de la sec acudio a twitter para advertir a los usuarios de criptomonedas en ee uu que la represion de los reguladores apenas comienza y que lo mas sensato seria abandonar los intercambios de activos digitales  ']"
26,60,26_iran_mujeres_moral_camaras,"['iran', 'mujeres', 'moral', 'camaras', 'universidades', 'uso', 'policia', 'autoridades', 'policial', 'protestas', 'joven', 'prohibicion', 'regimen', 'acoso', 'religion', 'muerte', 'prohibido', 'restricciones', 'manifestantes', 'movimiento']","[' la policia de iran anuncio este sabado  de abril que esta instalando camaras en lugares publicos para identificar a las mujeres que no usen el velo segun informa la agencia efe en un comunicado citado por la agencia mizan afiliada al gobierno de iran la policia asegura que emplear las camaras para controlar el uso del hiyab es una innovadora medida para evitar tensiones y conflictos en la aplicacion de la ley del velo  ', ' la policia de iran reanudo el control del uso del hiyab por parte de mujeres en los coches mas de  dias despues de la muerte de la joven mahsa amini cuya muerte genero tensiones en todo el pais el programa esta orientado a detectar la ausencia del hiyab en los automoviles y enviara a la persona el mensaje el texto se detecto la ausencia del uso de velo en su vehiculo es necesario respetar las normas de la sociedad y no repetir este acto el texto advierte que si la accion se repite se aplicaran medidas legales y judiciales  ', ' china e iran pidieron a los gobernantes afganos que formen un gobierno inclusivo en el que puedan participar todos los grupos etnicos y politicos y que cancelen todas las medidas discriminatorias contra mujeres minorias etnicas y otras religiones indico un comunicado conjunto la defensa de los derechos de las mujeres afganas procedente del estricto regimen musulman chii irani llega despues de meses enfrenta protestas desencadenadas por la muerte de una joven cuando estaba detenida por supuestamente incumplir las normas de vestimenta  ']"
27,58,27_corto_demasiado_texto_debe,"['corto', 'demasiado', 'texto', 'debe', 'menos', 'ser', 'vineta', 'minimo', 'tener', 'sucede', 'indico', 'desastre', 'resumen', 'album', 'sirve', 'puedo', 'insultos', 'exige', 'breve', 'usa']","[' el texto es demasiado corto debe ser al menos de  caracteres ', ' el texto es demasiado corto debe ser al menos de  caracteres  ', ' el texto es demasiado corto debe ser al menos de  caracteres  ']"
28,51,28_cerebro_memoria_estructura_laboratorio,"['cerebro', 'memoria', 'estructura', 'laboratorio', 'humano', 'elevado', 'organo', 'empieza', 'color', 'cuerpo', 'vision', 'plazo', 'conciencia', 'nature', 'comprender', 'conexion', 'clave', 'aprender', 'entorno', 'demostrado']","[' un nuevo estudio ha identificado el talamo anterior como una region del cerebro que une el hipocampo y el cortex y que es clave en el proceso de consolidacion de la memoria segun publican los investigadores en la revista cell  se sabe bien donde empieza y donde acaba la memoria los recuerdos a corto plazo se forman en el hipocampo y si la situacion lo requiere se estabilizan en recuerdos a largo plazo en el cortex pero lo que ocurre en el sinuoso camino entre la memoria a corto plazo y la memoria a largo plazo es un misterio  ', ' que mecanismos hacen posible la inteligencia y el comportamiento humano la ciencia todavia desconoce aspectos esenciales del funcionamiento de la mente humana o de la comunicacion entre el cerebro y el resto del cuerpo pero los ultimos anos han sido especialmente importantes para establecer muchos avances este organo es el mas complejo que existe en el universo conocido y solo los apasionados de su estudio son capaces de acercarse a como se estructura y organiza ignacio morgado catedratico emerito de psicobiologia  ', ' la reconstruccion de experiencias visuales a partir de la actividad del cerebro humano ofrece una forma unica de comprender como el cerebro representa el mundo e interpretar la conexion entre los modelos de vision por computadora y nuestro sistema visual este nuevo metodo basado en un modelo de difusion dm permite reconstruir imagenes a partir de la actividad del cerebro humano obtenidas a traves de imagenes de resonancia magnetica funcional fmri mas especificamente usaron el modelo stable diffusion para reconstruir las imagenes vistas  ']"
