story,Politics_0,Politics_1,Politics_2,Politics_3,Politics_4,Politics_5,Politics_6,Politics_7,Politics_8,Politics_9,Politics_10,Politics_11,Politics_12,Politics_13,Politics_pca_1d,Politics_pca_2d,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_8,Russia_pca_1d,Russia_pca_2d,Public services_0,Public services_1,Public services_2,Public services_3,Public services_4,Public services_5,Public services_pca_1d,Public services_pca_2d,Crime_0,Crime_1,Crime_2,Crime_3,Crime_4,Crime_5,Crime_6,Crime_7,Crime_8,Crime_pca_1d,Crime_pca_2d,Crypto/net_0,Crypto/net_1,Crypto/net_2,Crypto/net_pca_1d,Crypto/net_pca_2d,Inflation_0,Inflation_1,Inflation_2,Inflation_pca_1d,Inflation_pca_2d
ctxt,-0.0625194987030961,-0.1957381964724518,0.4851123965260447,-0.0522504649801695,0.1585846598645587,0.041128877269048,0.2434328248199201,-0.1276800546772646,-0.0014094724545844,-0.0091526735766511,-0.0427817522016754,0.3542584583930388,-0.0601627176955399,-0.1884071095795558,-0.23339132687142852,-0.6975937809436648,-0.5280001336458316,-0.580016635885481,0.1591457537211829,-0.1612951566345877,0.0949165407168315,0.7095362160384994,-0.4564132273696391,-0.0674136144274615,0.0065349009621409,-2.569944549851995,-1.0501078296370578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diario16,-0.0041593440680623,-0.0864819195906105,0.0533974572373187,-0.3365669393207559,0.0429756593335073,0.0301515901394292,-0.0517998704804591,-0.0187808086326503,0.1122204915892682,-0.0236827204783301,-0.0771316277647148,-0.0786404348374266,0.0702563268917376,0.0360787671108792,-0.4408945210205094,-0.6887712803072942,,,,,,,,,,,,0.2169157161009567,-0.1539346001980124,0.0837465872859511,-0.0299933768503737,-0.1489152226403622,0.0293496761335416,0.5618075307991004,-0.314613821880854,,,,,,,,,,,,,,,,,,,,,
efe,-0.0265381623719459,1.2635262246309265,-0.3234086317889327,0.8518974152344632,2.565228863090637,3.98190579727306,-0.1734205888504087,0.2064759409307326,-0.2931824819475774,0.0674758017941755,0.010829262310559,-0.2311417552301743,0.10462337814865,0.0349854000051905,6.743319574072911,6.538532618202843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elcomercio,-0.0010523183981122,0.7358230054183088,-0.1513304874169051,0.1113336062570317,-0.1836382675970975,0.051996985883478,0.0147533674225262,-0.1961128319494532,-0.1979996955446505,0.1883509732889504,0.2932976115624744,0.2554576168244716,0.4339660825987557,-0.5941567612890148,0.8170597313074834,-0.8739974922597186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elindependiente,0.09326270033097,1.0940816722463018,-0.1507455464417447,-0.003844054762754,0.1667899049474473,-0.0370392434805803,0.0236238063863433,0.003710746585778,-0.050227886577492,0.1204311957048287,-0.4923731157601267,0.2297797468881516,-0.0855405917995728,0.0143217394094069,0.8863822147522892,-0.1075975039595363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elplural,-0.0017447125187605,-0.0758959335848006,0.0228771744812636,-0.317674518785032,-0.0498622629584454,0.0804105556294384,-0.1006041162921628,0.0030763344905637,0.0496588100901994,-0.0263278444861651,-0.046854442577107,-0.0788246155647128,0.0615200399008637,0.0522174793635787,-0.48321616784052207,-0.6811762021790237,,,,,,,,,,,,0.172753400196667,-0.2464597684503028,0.0791581026884837,-0.1098717175861041,-0.1581527996002713,0.0738811628719256,0.495762018004756,-0.31965488116469143,,,,,,,,,,,,,,,,,,,,,
elsaltodiario,0.0223061782485966,-0.0309252188978756,0.0359882406241547,-0.3286004162716703,0.2209568156288399,-0.0270183804075215,1.5149955706848697,-0.3617446629428661,0.0166073860512827,0.8329857820816394,0.30779108530774,-0.3736707950204102,-0.2103466885737021,0.2634198876969046,-0.7182145940925442,-0.6836266551249274,,,,,,,,,,,,0.6135490926776777,0.0527480978441081,-0.0121154098969208,0.4783141664355788,0.477265941036423,0.0184191593007743,0.5691804987735486,0.20483611511017819,,,,,,,,,,,,,,,,,,,,,
huffingtonpost,-0.0445467650572747,-0.1446971181268873,0.0078408168785383,-0.0411644206707415,-0.0176148560336093,0.0162526717280546,-0.135041219468054,0.0083602127740161,0.0927408492065813,0.0405838903271443,0.0188535340238476,-0.0951719298681698,-0.0085880406863879,0.0029718780070742,-0.053999460219874486,-0.5199527920229978,-0.212137139047347,0.100381872225059,0.0387725151132846,0.2362362646540495,0.4437660608212903,0.4832509162129338,0.441176390449321,-0.3074954142388338,-0.0728500598403573,-0.7123355156980612,0.8871457496344356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infolibre,-0.0210964576683256,-0.0839083870110783,0.0408184840775936,-0.3417035531742248,-0.0294252483403353,0.0745408192029433,0.0955403506377105,0.0004881274243289,-0.0039951343360712,-0.0020432007810969,-0.2750512592624702,0.020421160277242,-0.0199685954576023,-0.0481662092429935,-0.6533640226485353,-0.7723756345281201,,,,,,,,,,,,0.7358413963956509,0.191403214747532,-0.0511782054072303,-0.0830949837916207,0.0535630239180156,-0.0948114052144637,0.03096781405237942,-0.7286742633154626,,,,,,,,,,,,,,,,,,,,,
larazon,0.0055857129103349,0.2293277794729265,-0.0118725434205472,0.0917897054477328,0.0424498150520925,-0.0616477611738191,0.0413674208612125,-0.0763625693126117,0.0435497667547391,-0.0939440414107174,-0.2154090601117796,-0.0381702061445997,-0.0595726901003844,-0.0881053293425605,0.1811841531615858,-0.16356878864984506,0.0104807629698461,0.5060552022413214,-0.2594458360756946,-0.074894369536476,-0.235394599591348,-0.1463310601053454,-0.306404073805076,0.0434482260045774,-0.3801454391018555,1.0915245969484535,-0.6833694528883165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marca,-0.0174844089641559,0.1307995323279468,-0.0681455966687187,0.2656713229888892,-0.1122093857395595,-0.0699570051373508,-0.1677709179505702,-0.043375770180036,0.007366958459247,0.0539794247610672,0.4386332690954853,-0.3967827098219562,0.3125096129472033,-0.0159802987205792,0.48643303984681585,0.0805627008181263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moncloa,4.104852780053408,-0.2473552512402123,0.0009552477375274,0.1351483688340556,0.0359784889773064,-0.0182995316750768,-0.0117412946157178,0.0166284323816351,-0.0131180140148147,0.0014265040675528,-0.0056630899117138,0.015788893657738,-0.0102922336568838,-0.0022544569959194,-0.11090293156917799,-0.4747541423033734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newtral,0.0199521879314852,-0.0369651463536959,0.0223677803471128,-0.3684050605668723,-0.0481196206429401,0.1106784032677348,-0.0292889636607999,-0.1087187592175922,-0.0400378372693458,-0.0560978395930844,0.0047546688605587,-0.0208328685737249,-0.0536900964401754,0.0587918727385762,-0.552587531973932,-0.8156557566150634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
niusdiario,0.0113347523273226,0.6843965546665551,-0.1071704360891983,-0.1419653718593271,0.051871803164933,0.0970212447562364,-0.0145891530656586,-0.0050491758664225,-0.0557382155776588,0.0261149807008511,0.2098512454807774,-0.0722781964862875,0.0216492511350769,-0.1917919189220961,0.2522744031670828,0.007969590182117063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuevatribuna,-0.0351197331376962,0.0590943492334895,0.0900473654096668,-0.2715369795636055,0.0383663069751998,0.0702500838739196,0.2231447871737045,0.0499256035218329,-0.0063600678154828,0.0141670915820661,-0.0587678057385264,0.2709211922243512,0.1792923153802564,-0.3783348908714994,-0.6038741347303572,-0.6624987816483652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threadreaderapp,-0.0843552594015326,-0.1883301209323024,-0.0172259950805782,0.1835677145590519,0.1267680971748116,-0.1348353746042384,-0.0460516656184397,-0.0682291435007966,-0.0039308926802329,-0.0445203418718268,-0.0613228694922436,-0.0359904966642472,0.0086566378212106,0.0206105538189702,0.15001340037455918,-0.26693970830220465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lavozdelsur,0.0112847284406173,0.1084754886436706,0.0367725692287999,-0.3053754665610248,0.2380299007671064,-0.0258938666631403,0.2399129551369336,0.1466444111663527,-0.0423259150841205,-0.0282166116057963,-0.2161051152072436,0.244475641746558,-0.0620414640951477,-0.067589554797202,-0.7578434755663636,-0.20322335554135032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electomania,-0.0274372430034266,0.364859451566398,-0.0750255511024312,0.0740741371947453,-0.1392092777285343,-0.0752632486679747,-0.0003731700054231,-0.0513206013303426,0.0270541635029646,-0.0672503108886571,0.0890714689841982,0.0785945566075759,0.1853651949598621,0.1656687311543114,-0.04013538533141816,-0.22651742953761245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galiciapress,0.0535078282131574,0.4317940893434359,0.0121170529323594,-0.5324664001139368,-0.1009433512492544,0.2086332943361102,0.1374420111865395,0.0605160906979813,-0.1478041067406285,-0.0792094173891704,-0.3219132498307629,0.3245101731501846,0.1793706929653236,-0.36286000569511,-0.7832957215603173,-0.8144932203831647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as,0.0525828001479076,0.4849890980090019,-0.0913046432878581,-0.0452512321691172,0.2403708027348637,-0.1517993271594705,-0.0346584287399685,-0.1517850304781149,-0.0940912467638077,0.1013604303068783,-0.198003007995774,0.184669681397947,0.3794284202732058,0.3400475708250648,0.6232808084453214,-0.5294275844820567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diariodesevilla,0.0047673221561894,0.6736372170545266,-0.1196463795230016,-0.293747939963785,-0.0353428957114117,-0.1517689796801356,0.0614393517422695,-0.192661971985339,-0.2273589422610301,0.0475971962685551,-0.0267891269875167,0.4790555916093834,0.0394103742090728,0.0277886553898619,-0.14728634087825532,-1.156512205197069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diariolarealidad,-0.0265215336119261,-0.1134465677672989,0.0058802574531787,0.0887446563906056,-0.3885418753819256,0.4109857676627066,0.2263894520255509,0.1548278580691181,0.0613142586435275,-0.08346086390367,-0.1998672239273977,0.4039638572439446,1.4012558810761355,1.357052327573797,-0.8295284752387865,0.16260548915333736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elboletin,0.0220452317627491,0.2758345237603843,0.0270522875922849,-0.5880597876621199,-0.0377917130961939,0.0923307287984646,0.0728446471235873,-0.0193865029073157,-0.021871058390864,0.0443854203570374,-0.219851329316067,0.4353430826851288,-0.1336090263627661,0.065694801701161,-0.8044893407774443,-1.2559299284046221,,,,,,,,,,,,0.8776752796090657,0.1534096091042653,-0.0003728863864369,0.0814465615275337,-0.037323108831356,-0.1020416084194405,0.395964486410682,-0.9749582209348747,,,,,,,,,,,,,,,,,,,,,
elconfidencialdigital,0.0528392974673087,1.0815859040672926,-0.1030846415376307,-0.121076239139731,0.1249204424618593,-0.3394531382775374,-0.0064846546420981,-0.0634291001971997,-0.1405947818763036,0.2624364400104725,-1.096220460832737,-0.0430319419712291,-0.3275286944818909,0.065407109638243,0.9757286358859683,-0.7116498411117728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eldebate,-0.0052752984186939,0.4757725022947354,-0.1220932231161565,0.0435286793168022,-0.2099239399905214,-0.0241822215700166,-0.1328965303125352,-0.0143063745688382,0.0888142989994866,0.1214339401681274,0.3911659893342863,-0.0381158935901854,0.0833040192847164,-0.3140379080203352,0.3142885839581379,-0.5043972724917727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lamarea,-0.0745057969575511,-0.2237067148625859,0.0237077330708494,-0.1008666142585638,0.0043232515934067,0.1012263976875538,0.1445757633614796,-0.1451127637510729,0.0634942406708313,0.0048159730933573,0.1748920720424203,-0.0319589310093092,-0.0317255582542709,0.0374002319996267,-0.35422249917476917,-0.5685370349006025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libertaddigital,0.0756383811192338,0.6172896178327612,-0.1117090304942376,0.1985299398388421,0.136770475091517,-0.3173323716392012,-0.1458467392242647,0.0863832997203065,0.0297989732145717,0.1041835867436965,-0.0331467814459856,-0.3529259898064595,0.4111728427035878,0.0276682776953483,0.8198211022060984,0.3410755029811934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nortes,0.0423973903140599,0.8944791133021661,-0.0089335882397232,-0.2601458314985762,0.0234522692262557,-0.0736390152668911,0.6156887946172372,0.0185241380590866,-0.507994243544767,0.2837227665527725,-0.1847862122355534,0.5364678067661546,1.4219454259648694,-0.3551269823561931,-0.16013366618111735,-0.6436615678079994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
politicaprosa,0.0536299915241238,1.8668867334177832,10.805341760768362,0.8342848077366666,-0.0578417930028621,0.0154748848377131,-0.3007169104818785,0.0071475731019222,0.0289328518403134,0.0724454766733985,0.1406520878011379,-0.2505803798734033,-0.0114867233045419,0.1407944968419357,4.19058371469587,2.633726902906493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtve,0.0125784286619259,0.8255108241753528,-0.1424717503402203,-0.0735913806396521,0.0241345405709014,-0.1870411557116522,0.0368855806088481,-0.239594322228547,-0.321647142978977,-0.0066388241317991,-0.3335069508821122,0.3047513176029457,-0.2260967683285609,0.2830199155732084,0.31371986062568813,-0.6596543860832224,-0.164380523804352,-0.0309354539570291,0.1626731699181255,-0.4887960481402829,0.5164786083573798,0.0770197432506232,-0.0611885064099648,0.0011022206324803,0.1600122419414711,-0.5162453085696858,1.0918986275641156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valenciaplaza,0.030115000289028,0.488638978719361,-0.0051015573076127,-0.5339868844698923,-0.04607130755378,0.0791165270275534,0.3751276898231711,0.1738508116193521,-0.0406710149719834,-0.3150742215835272,-0.0712575129900813,0.2529602200023148,-0.4415851217384541,0.1188691849547375,-1.7564112241385903,0.2026581473375309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vilaweb,0.0152372761637399,0.6545953234854732,0.0327650804420585,-0.0377770969690604,-0.0672869097090048,-0.2128014641846996,1.4924026720744592,1.8436940312507408,-0.680856563682638,-1.995601885399609,0.361603326196281,-0.3943981761119143,-0.0595336666942003,0.1904839224017367,-6.939084561852172,7.678068204130803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swissinfo,,,,,,,,,,,,,,,,,0.2594825576604245,0.4118110182472695,0.0696249701764044,-0.6304438308135947,0.2559312271607956,-0.0105668385948506,0.2664858980853754,0.110899817419572,0.0116854022888132,1.1387087336681545,0.4822171998917568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbc,,,,,,,,,,,,,,,,,0.1658020184881005,0.6250172027392311,-0.156926375966704,-0.1679274209230073,-0.1800021998253808,0.3461835828397689,0.5322999293814508,-0.3646725787159764,0.5599216996550529,-0.23126379966244442,0.7622954109814524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cnn,,,,,,,,,,,,,,,,,-0.1094568169878409,-0.0167179260171951,0.0821647150225505,-0.0569668533894786,0.4470123841688075,0.0441308974470867,-0.0716970496099678,-0.1172208343986321,0.1587562170897073,-0.6055425378935491,1.3474781686919395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dw,,,,,,,,,,,,,,,,,0.1090504992598516,0.3380061233982251,0.0164654194692257,-0.2087157642189269,0.1423565614973048,-0.0215664970780102,0.0788612848462431,-0.2732281899441489,0.0621026846576809,0.20433190367758142,1.0277567634400195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infobae,,,,,,,,,,,,,,,,,0.2704077182575521,0.7671361174192942,-0.3379338227312301,-0.1432402337981839,-0.3358716314567554,0.0589864081409862,-0.3938071673690061,-0.1618342356454992,0.3546775819104085,0.15140826219335332,0.15679501509478402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diario-octubre,,,,,,,,,,,,,,,,,-0.4440354417919857,-0.7493927625698761,0.4379904590635786,-0.4042723596051703,0.2045146103221921,-0.2375390730959371,-0.4844649529431792,-0.1010824266659135,-0.0417439042223413,-1.3951307274711966,0.5017808745484266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
euronews,,,,,,,,,,,,,,,,,0.2575364289406343,0.577065970384731,-0.0349218929354129,-0.6574617499134157,0.0003490054092487,0.0518512151136452,0.2060986588195046,0.2405551594986892,0.0802451195180473,1.2838401511833668,-0.2704785924121167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galaxiamilitar,,,,,,,,,,,,,,,,,0.3427208220364228,1.009336218708995,2.0625790512842963,0.8278469747152314,-0.233383556346517,-0.0635112265008184,-0.1748447585363081,-0.0498387214824683,0.1487248561800092,0.8568448751355514,0.05118020412550555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nytimes,,,,,,,,,,,,,,,,,-0.278385895782157,-0.2742519475216529,-0.0267928364752893,0.1604095354994082,0.0704056069952911,-0.099611466254344,0.120240844444173,-0.0110053260902151,0.2514005950471792,-0.6863773968453033,0.7351547372316636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rafaelpoch,,,,,,,,,,,,,,,,,-0.5334581616371972,-1.08239612108805,0.4597885823355441,-0.3928703676708194,-0.7361227040662692,1.4083422865959645,-0.1554091521267647,0.4025884511353522,0.1277006542736608,-3.3515076958838845,-4.761461340263775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reuters,,,,,,,,,,,,,,,,,-0.1966906874044025,-0.037201605362077,0.2052840636118422,-0.5183605207534798,0.297535990049095,0.0137236863593094,-0.1548256458352874,-0.1687147502245743,0.1442362254319044,-0.7083942115558676,0.9355473222605226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rt,,,,,,,,,,,,,,,,,-0.4585457256183239,-0.5199663635081383,0.4072323649939003,-0.3939184433437938,0.3406739422703781,-0.2438313430414208,-0.4328037017690381,-0.2340363007116174,-0.09950881079074,-1.194997715166403,1.022871856528137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
washingtonpost,,,,,,,,,,,,,,,,,-0.405833843146261,-0.201058234503493,-0.0977057516587477,0.3203017903775051,0.3738563547546009,-0.1727734923996395,0.3226003022399775,0.5008987470299348,0.1935246406621933,0.1684132243769238,0.6678500178240572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yahoo,,,,,,,,,,,,,,,,,0.0759776314682699,0.3272171416237395,0.1448297705963049,-0.5632921515490832,0.0213433752052544,-0.1260423418423519,0.2037325988373877,-0.0171879723774258,-0.1104103648758817,0.9748561017068472,0.15184806649571136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
revistaejercitos,,,,,,,,,,,,,,,,,2.217446360864569,-0.4204885580813278,-0.0543313925776017,0.1021627843162264,0.055000145723374,0.0142066783785421,-0.0316190925045439,0.0443137737264463,0.0176574627414844,1.6331439220706683,0.46987931654273196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actualidad-rt,,,,,,,,,,,,,,,,,-0.4115554948020345,-0.5943661841781992,0.34882565689696,-0.3021163930249587,0.0970945773532554,-0.1034749892405215,-0.2118562502971734,-0.0163261602115252,0.0260724295446187,-1.1296919975100512,0.14484813900772942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elcorreogallego,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6258826798751576,1.17099206900152,1.2649480659638557,0.3168929854165092,0.034852391584358,0.0970190722168617,0.20007709803928198,3.0411393550464205,,,,,,,,,,,,,,,,,,,,,
blogspot,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6721016793570063,-0.167180541816247,-0.5389670978940989,0.9367508307279218,-0.0802939035617406,0.4875251287387581,1.0066093906093216,0.2529958749027373,,,,,,,,,,,,,,,,,,,,,
diariosur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3032977502815034,-0.0750606761566806,-0.1034284701859328,-0.1916654274904708,-0.4178425920003425,0.1581544324051316,0.4854958098062425,0.3648638041877566,-0.2658848214135651,-0.004127879785155671,-0.019921593404590644,,,,,,,,,,
ultimahora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.280932301371079,-0.2743052430718883,0.046411059121808,-0.2273837685857803,0.1364710362535991,-0.2597399003984902,0.556794065877259,0.2547437001879469,-0.1023154286774772,0.1433601447959766,-0.5243801132025631,,,,,,,,,,
telecinco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0496832214434874,0.29153458598026,0.2111643787004788,0.2050565400815465,0.5638025084376623,0.6902065904604416,-0.4025480341040669,0.635112388860489,-0.4273327389063759,0.10237733030845339,1.7549181103177107,,,,,,,,,,
elchapuzasinformatico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6477829079316446,0.311963208387303,0.4896677276623465,-2.0825443723168,0.5264379566903966,,,,,
genbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4400274198395807,0.1027150516740434,-0.5949054363139271,-0.7315508914783917,-1.661339468823688,,,,,
hipertextual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0236565836481692,-0.2577232861994336,-0.1857508212877478,0.8415942301531112,-0.4001966535476064,,,,,
xataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4134689540488842,-0.2569662176687252,0.7131661569526292,-0.297261159346609,1.6426708957877754,,,,,
businessinsider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5794132506029913,-0.4706187827549233,0.0570616278821715,2.264321439011426,0.3128393480512133,,,,,
eleconomista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0336962776812927,0.5079574983242027,0.0012989880802577,-1.182577115467092,1.7455757254041924
lainformacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1229441204443824,-0.2080663370664572,1.029573084095866,2.213286841285381,0.7629781530841276
