story,Politics_0,Politics_1,Politics_2,Politics_3,Politics_4,Politics_5,Politics_6,Politics_7,Politics_8,Politics_9,Politics_10,Politics_11,Politics_12,Politics_13,Politics_14,Politics_15,Politics_16,Politics_17,Politics_18,Politics_19,Politics_20,Politics_21,Politics_22,Politics_23,Politics_24,Politics_25,Politics_26,Politics_27,Politics_28,Politics_29,Politics_30,Politics_31,Politics_32,Politics_pca_1d,Politics_pca_2d,Russia_0,Russia_1,Russia_2,Russia_3,Russia_4,Russia_5,Russia_6,Russia_7,Russia_8,Russia_9,Russia_10,Russia_11,Russia_12,Russia_13,Russia_14,Russia_15,Russia_16,Russia_17,Russia_18,Russia_pca_1d,Russia_pca_2d,Public services_0,Public services_1,Public services_pca_1d,Public services_pca_2d,Crime_0,Crime_pca_1d,Crypto/net_0,Crypto/net_1,Crypto/net_2,Crypto/net_3,Crypto/net_4,Crypto/net_5,Crypto/net_6,Crypto/net_7,Crypto/net_8,Crypto/net_9,Crypto/net_10,Crypto/net_11,Crypto/net_12,Crypto/net_13,Crypto/net_pca_1d,Crypto/net_pca_2d,Inflation_0,Inflation_pca_1d
nuevatribuna,0.0043571933282317,-0.0022745519102931,-0.0033851052015015,0.0005553843536306,0.0002264214687893,-0.0010852840070275,-0.0039829633879174,0.0001425013707282,-0.0009690542399796,-0.0021987579468906,0.0021177053216499,-0.0022050692464942,0.0004698827772982,-0.0005067069959174,0.0005831464154657,-0.0006726013471805,0.000661259878008,-6.808627841784658e-07,0.000465912678617,-0.0005954433310107,0.0004711096634924,-0.0004068610542203,-0.0008363809746989,-0.0010861285453113,-0.0024250364986352,-0.0005793131375864,0.0005772209866085,6.642108023264263e-05,-0.0014227656286739,-0.0005788571818654,-0.0005786318230025,-0.0012397155554008,-0.0010174319190767,0.534015271735398,-0.8949288354011193,,,,,,,,,,,,,,,,,,,,,,0.005807511021388,0.0036361960902346,1.1224967014111338,0.04781041439252629,,,,,,,,,,,,,,,,,,,,
valenciaplaza,0.0031122213999043,-0.0012368993130288,-0.0005510189534643,0.000571806549927,0.0002392677863221,-0.0009401179695555,-0.0006991952587116,0.000532178811982,-0.000691205964861,-0.0005155232789872,0.0005492190767406,-0.0005986140336131,0.0005872234850423,-0.0006132689617969,0.0022164452426664,-0.0021339200037827,0.0003219723113266,4.795301839769905e-06,0.000409264458643,-0.0005752925924807,0.0004578098300966,-0.0004042269598274,0.0006652273655943,-0.0002552158262947,-0.0004319407902347,0.0009452996058566,0.0009482447507488,5.945643903969667e-05,0.0005987174825421,-0.000677072272071,-0.0020397318309904,0.0006809796443931,-0.0006894604988784,-1.7185938394530826,-0.4633424583007578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confilegal,-0.0052157535498698,-0.000474136618574,-0.0003411057655383,-0.003363813647894,0.0026520289772953,-0.0025123931557687,-0.0006411839366927,0.0004747077608186,-0.0005127189925393,-0.0003798296491014,0.0004155676688214,0.0017535990543167,0.0005630113912069,-0.0005059810554792,0.0005696979233587,-0.0006823592022047,0.0006213357948405,7.229044197967234e-06,0.0004326952991733,-0.0005499260192606,0.0004410967599213,-0.0003829292679472,0.0006119633199564,-0.0002664129545733,-0.0004287252597071,-0.0005462807926982,0.0007263563152848,1.1289309910994287e-06,0.0007979736954435,-0.0034279650612948,-0.0056635931594741,0.0005708364543736,-0.0004693863582056,-4.743425441383631,1.1472228453495446,,,,,,,,,,,,,,,,,,,,,,0.0009755927578092,-0.0026714446766425,-1.1645437196322586,-0.4936469211281161,,,,,,,,,,,,,,,,,,,,
galiciapress,0.0012974389414612,-0.0005788023728333,-0.0006979299582826,0.0007068399483944,-0.0003242121207379,-0.0006639200207653,-0.000769832739783,0.0005869972805263,9.547902807948826e-05,-0.0007120476250786,-0.0002162108527936,-0.000708436315194,0.000670079492928,-0.0006944268231392,0.0007790854130826,-0.0017497925667144,0.0006251053897419,6.839879678681332e-07,0.0005413622074495,-0.0007230671042988,0.000572605329902,-0.0005013203268717,0.0008271056571663,-0.000285593325648,-0.0005228946838923,-0.0007427707229197,0.0007413127518517,7.980885948839444e-05,0.0004380971910434,-0.0004625425174963,0.0023203519349697,0.0006014752140725,-0.0008653735232229,-1.3688259099741606,1.0467536817380283,,,,,,,,,,,,,,,,,,,,,,0.0005557578430356,-0.0001642436651687,-0.6782340832898116,0.1443326495889832,,,,,,,,,,,,,,,,,,,,
as,0.0016684093553013,-0.0052858082314288,-0.0024582872819902,0.0004821127236285,-0.008594032097642,-0.000289487669098,-0.0001008295091578,0.0001964887297475,-0.0004114816409515,-0.0003090020838675,0.0003847220366412,-0.0004959529446594,0.0033254359541281,-0.0032347071273953,0.0005546830890115,-0.0008133485394574,0.0008415376951376,1.1405613535923662e-06,0.0034209370612951,-0.00342343894089,-0.0001027877307902,-0.0001599926388891,0.0007589639808338,-0.0002623236220394,-0.0034830387495665,-0.0007808688971624,0.0026240969621902,0.0024560130503845,0.0005460674704314,-0.0006585501233579,-0.0038957088455193,0.0007896259136866,-0.0029065786029712,4.630559267812152,-2.5743617317160825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elconfidencialdigital,-0.0008326125200319,-0.0071691114600135,-0.0003533975901387,0.0054836720821771,-0.0004605187564292,-9.6374026119314e-05,-0.0003299144757356,0.0002947473065514,-0.000351998367273,-0.0002730120697751,0.0003651016144798,-0.0036783432359125,0.0004006182338079,-0.0003236993548311,0.0004452328176207,-0.0005549684551328,0.0004847450819577,1.3816575214635822e-05,0.0003314754998557,-0.0004258081686276,0.0003420899224083,-0.0002939492213454,0.0004558010160359,-0.0002829161560149,-0.000381831043089,-0.0002069724672877,-0.0013175497004944,-0.0002903124947256,0.0135234103314882,-0.0010151994703289,-0.0126846722124298,0.0006602553259934,-0.0002352182280225,-3.3859611210122056,-0.46028469428303237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
informacion,0.0003202326794092,-0.0003052371050946,-0.0004514032478294,0.000487364134529,-0.0019620906627892,-0.0019209201358451,0.0017388282585471,0.0007095140813217,-0.0010129123585808,-0.0027811153236578,0.0003651578561111,-0.0005325187699916,0.0054955216348692,-0.0003506847761834,0.0004998575677039,-0.0005911885071444,0.0005808300598106,3.690835660816445e-06,0.0004080815658257,-0.0005402905333863,0.0004268418937803,-0.0003777183685332,0.0006304351033382,-0.0002333604797149,-0.0004158560860338,-0.0006224213680928,0.0007441884185652,2.781355463508878e-05,0.0033340817114817,-0.0004417794183828,-0.0003442474497819,0.000493895723307,-0.00059368085087,-2.3854829640827537,0.6402640158793049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libertaddigital,-0.0017752208917204,-0.0015467992127247,-0.000451774393716,-0.0013290185259511,-0.0007727571297552,-0.0001355478044781,-0.0005318341143299,0.0004372559416318,-0.0002467729483326,0.0016316595431368,0.0006226888104179,-0.0006152431721434,0.0028232830073132,-0.0005276895210695,0.0029127026963639,-0.0006091878973219,0.0005983680312673,8.112747498842026e-06,0.0004353369721389,-0.0005776195622354,0.0004630568429145,-0.0004026333820851,0.0006692720699809,-0.000292332334723,-0.0004699323194444,0.0016857604771055,0.0015298984792647,-3.2563948112604987e-05,0.0083366684458939,-0.0007615314854424,-0.0053704048579422,0.000696078253011,-0.0006158675140005,-3.856016897265701,-1.879574984643547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nortes,0.0034402788508027,-0.0002507425214748,-0.0020432424049128,0.0004984701051366,-0.0007701525859798,-0.0001263835661704,-0.0005582562663329,0.000443798193877,-0.0005780726384507,-0.0004355987414442,0.000479541224175,-0.0005351484905516,0.0005410290810308,-0.0005338266803003,0.0025773413309184,-0.0004640329298479,0.0004365768186115,4.916513969158744e-06,-0.0016218486927032,-0.0006202516126967,0.0004835232468005,-0.0004125636882139,-0.0010615067133649,-0.0012314928529156,-0.0027040636240069,-0.0005860180487777,0.0007069305146145,2.1960691067622526e-05,0.0007002303583585,-0.0008115244143163,-0.0048490928363868,0.0007184386124169,-0.0005966785099725,-1.870034880685853,-2.5660308298592165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
politicaprosa,0.0030435314324675,-7.279063192704652e-05,-0.0086843563843151,0.0033911031081312,-0.0092723964165402,-0.0001787344701027,0.0001013418910231,3.367485414942895e-05,-0.000357163417876,-0.0003289291874752,0.0043106226666074,-0.0002114517997823,0.000373726779058,-0.0003720200765588,0.0054276491638466,-0.0050156673333929,-0.0008132897070566,1.7217239763903238e-05,2.6862202161456088e-05,-0.0003076787494645,0.0002735235624307,-0.0002640235679217,0.0007998641068945,-0.0003009079473199,-0.00572675155532,-0.0009404863945275,0.0047731076125867,0.0001632254171572,0.0005889098586,-0.0010722144692594,-0.0121494358275134,0.0009413239243954,-0.0005092216007314,3.385480102380313,-12.820498674090489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
theguardian,0.0021827410924984,-0.0012290642803261,-0.0005302453088392,-0.0006811454733153,-0.0024241496983659,-0.002299729510883,-0.000557156806684,0.0004471375886187,-0.0019673636466231,-0.0002274918352731,0.0004305657442359,-0.0005149825671251,-0.0008913777190451,-0.0020051296814402,0.0005746922302472,-0.0006671094895618,0.00065503484546,7.354700652358124e-07,0.0004628144875117,-0.0005895740266954,0.0004648243730322,-0.0004083280549724,0.0006691555041815,-0.0002340985486015,-0.0004191384149432,-0.0004392337014072,-0.0005234047350597,0.0010627194658434,0.0004705738482751,-0.0004594145586921,0.001119798904608,0.000541725781778,-0.000700390349082,-1.0941070042386298,2.0176448448196616,-0.0001225066543858,-0.0076293384579836,0.0014511970180669,-0.0033517361758876,0.0015337181033276,0.0005206151624955,0.0016588528719829,-0.0030465291311038,-0.0026408329436638,0.0055008943030403,-0.0009435376489938,-0.0011096602314071,-0.0046197202215401,-0.0036296370091438,0.0032098726381497,-0.0033520660989675,-0.0009242469623265,0.0009618028229206,0.0035286192889124,1.1273752388692706,1.0737756259113498,,,,,,,,,,,,,,,,,,,,,,,,
cnn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078325927796664,-0.0043502334204417,0.0018883058251999,-0.0041590635768312,0.0024339919309115,0.0015825658506174,0.0070889217259501,-0.0046046384776394,-0.0046689078972747,0.0014714316426587,-0.0066069616541359,0.0008865620332424,0.0051731366786003,-0.0017675528510025,0.0028806512709482,-0.0041455056337096,0.0018165472142432,-0.0038811383958529,0.0032367688924194,0.041305364786792816,0.08023762716019354,,,,,,,0.0050606129335585,-0.013413135398197,0.0149567050447605,-0.0063474476771602,0.0429455016981055,0.0020594833980559,0.0006074943674154,0.0038213222653142,0.000129505616736,-1.94606100458526e-05,0.0008789893680009,-0.0002717370856553,0.0059265372493067,-0.0080258337681836,4.836209503328951,1.6462004172626843,,
nytimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0168221230798897,-0.0133069753574286,0.0061277859408857,-0.009853127962149,0.0058289512355469,-0.0058853169366559,0.0052588324949373,-0.0050125938194929,-0.0058574393611746,0.0070443945261022,-0.0060040364588366,-0.0038422244282006,0.0040058708282836,-0.0011064997532596,0.0039335843885906,-0.0044890525247588,-0.0012384197473589,-0.0014155417817848,0.007471153745263,-1.6060278266700125,0.31325105576418016,,,,,,,,,,,,,,,,,,,,,,,,
rafaelpoch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0180114864684649,-0.0157029434095754,0.0357930486622818,-0.0066208291412769,0.0159066629993454,-0.0111550708885652,0.0132348756030787,-0.0077774558537776,-0.0115903159732887,0.0134970574607934,-0.0180301231154272,-0.013017178222811,0.0051788196401359,-0.0390483739509001,0.0105200748196556,-5.261032357785009e-05,-0.0021426194275045,-0.0034523584297194,0.0063969782416917,-5.251992590680466,-0.4307037154708707,,,,,,,,,,,,,,,,,,,,,,,,
swissinfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012166424877798,-0.0024047148017113,-0.0073326231122319,-0.0035783042322517,0.0014710442691285,0.0005275897104971,0.0014050440859314,0.0010701390361259,-0.0001691582426879,0.00122002708871,0.0021572002581224,-0.0032580265591909,-0.005614544381006,-0.001670557909102,-0.0001920251759461,-0.0031234491599464,-0.0032522765544944,-0.0010726134575626,-0.0010646948994114,1.9497402555145613,0.49763093831413363,,,,,,,,,,,,,,,,,,,,,,,,
washingtonpost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0083156474796318,-0.0098032022317907,0.0065312557986944,-0.0087934572249262,0.0025238888664864,-0.0021167411983604,0.0018062857817461,-0.0046359398723552,-0.0093162343653225,0.0091631644349801,-0.005059093937967,-0.0056015758230121,-0.000519984092495,-0.0035467060141991,0.0039840122283807,-0.0059258874893979,0.0028277293009634,0.0001132220281231,0.0143271061713224,-0.8916288501478198,0.9545383809792636,,,,,,,,,,,,,,,,,,,,,,,,
dw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028565329369476,-0.0051474632111693,-0.0075710862731525,-0.0048298489251026,0.0021224257256756,-0.0029881197161376,0.0019261413397454,-0.0013635137537133,0.0006229920584521,-0.0003112861106441,0.0005301073021952,-0.0017034732711751,0.0004797586308712,-0.0008203735723698,-0.0004706213881007,-0.0014114069210786,-0.0002093531619747,-0.0007754929030195,0.0026174724289731,1.1958153586273725,0.4158038409757758,,,,,,,,,,,,,,,,,,,,,,,,
msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011851477268346,-0.0009793090403013,-0.0032849350810126,-0.0016296421956518,0.0020369401497313,-0.0037919717551302,3.44687067090621e-05,-0.0005912417808522,-0.0006054106755071,0.0011705684989473,-0.0006362596079161,-0.0011786256188669,-0.0004982376069596,-0.0014241455604535,0.0025652575843401,-0.0048242458981587,-0.0001752845186699,-0.0019460948978681,-0.0055855581551397,1.4535615267792807,0.3282338265823244,,,,,,,,,,,,,,,,,,,,,,,,
newsweek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0053337380078768,-0.0132521510903204,0.0111028313705062,-0.0013919103378443,0.002909769384227,-0.0039222473927191,0.0012530864819201,-0.0030267529985615,-0.0072015102289024,0.0060004041820353,-0.0097306425649949,-0.0129104134933471,0.0016433816139423,-0.0029816754134138,0.0097232647308639,-0.0011962507865726,0.0044240719033635,-0.002066485012732,0.0021686746095967,-1.2585589157573054,0.599627106310153,,,,,,,,,,,,,,,,,,,,,,,,
politico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032755836071794,-0.0030216714368797,-0.0046346615702293,-0.0017679493243988,0.0028828477150524,-0.0045411823045108,0.002564861915855,-0.0092395571316704,-0.0027285887656682,0.0053055093944086,0.0001081471265687,-0.0010082784397794,-0.0036739010571638,-0.0036619750580847,0.0051003278690653,0.0016013455711492,0.0001129032631439,-0.0014996657361128,-0.0013090386534507,0.4452470025385096,1.173171069330596,,,,,,,,,,,,,,,,,,,,,,,,
reuters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065769531819646,-0.0086179715322406,0.0025086880366425,-0.0049113260845607,0.0041039238092363,-0.0033581935788331,0.002092744654089,-0.0030435820499532,-0.0031599366999159,0.001425562147658,-0.004242184525219,-0.0034947516731553,0.0013290175538786,-0.0043346993289872,0.0047714737184832,-0.0027881080303787,0.001717592034635,-0.0001483452527719,-0.0023770254120732,0.0880591631991036,0.38281005978149824,,,,,,,,,,,,,,,,,,,,,,,,
apnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001181748607842,-0.0014894791799382,0.0013964910189685,-0.0012301871282797,0.0009132059540385,-3.1656347949660536e-05,-0.003982769484408,-0.0010168514287508,-0.0014976906210018,0.0016846617966396,-0.0004902776853793,-0.0021782353967996,-0.0043980490809631,-0.0052557563844428,0.0056679491143487,-0.0013280353236745,0.001214392895693,-0.0009646210189471,0.0062559863925321,1.2626210627303769,1.5161854471178229,,,,,,,,,,,,,,,,,,,,,,,,
diario-octubre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0190166927705803,-0.0119662410086315,0.0650039695399072,-0.0035637876836022,0.0422927137187829,-0.0137295204975497,0.010274596322581,-0.0049445570148639,-0.0281786983115086,0.0113783380769974,-0.0411079154724457,-0.0187431422036689,0.0026509027792335,-0.053194740564897,0.0282733478012346,-0.0004845431588157,0.0359770019056781,-0.0045847493700452,-0.0031518215147104,-9.254994689854055,-1.5004119723581466,,,,,,,,,,,,,,,,,,,,,,,,
euronews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000811759852185,0.0007553746149169,-0.0155811155138537,-0.001944759640189,0.0018784492952482,-0.0026827356330019,-0.0015143633422615,-0.0004045645117538,0.0031151220160131,0.0014977721368277,0.0020397350513362,-0.0007811995787796,-0.00372439849027,0.0002035505439509,-0.0039206371790711,-0.001453321808977,-0.001831108280439,-0.0064268419218269,-0.0011442587338064,1.8809815071362928,0.4335768533561513,,,,,,,,,,,,,,,,,,,,,,,,
galaxiamilitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007865886709456,0.0019425094289015,-0.0295510185332128,-0.0060869932827456,0.0042934428378835,-0.0119854238286612,-0.0018095763279806,-0.0017093839036861,-0.0008867195076011,0.0002722909500198,0.0049936576137389,-0.0003355469748538,-0.0018963870997983,0.0056309610936516,-0.0175845406798292,-0.0027667740847765,0.0051712900439708,0.0031977853000917,0.0130986528849009,2.0780847895843357,0.7584949462265873,,,,,,,,,,,,,,,,,,,,,,,,
revistaejercitos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0055275117304508,0.0407985108346702,-0.0525328490227678,-0.0153085557511297,0.0128054644549209,0.0150107128833365,0.0260784718122529,0.0117718003810583,0.0409065312016849,0.0089299797878141,0.0266715010060838,-0.0114640447060744,0.006523607491372,0.0080399196696347,-0.055619284002845,-0.0024123594646103,0.0130229714763257,-0.0018870377820176,-0.0454172819441592,5.967883966183652,-11.354527065310329,,,,,,,,,,,,,,,,,,,,,,,,
rt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175679693587336,-0.0299803482597232,0.0452970102077014,-0.0198935644494013,0.0414465201397339,-0.0315854824012811,0.006843586149778,0.0035367699826863,-0.042632708013343,0.0139694934175426,-0.018214739317752,-0.0413628265584467,0.0027619344061307,-0.0690802708814806,0.0288618741438795,-0.0002472693094611,0.0163078879891401,-0.0070544310573633,0.0085439260454182,-10.943129801998793,-1.984843365528391,,,,,,,,,,,,,,,,,,,,,,,,
yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100533990669459,-0.0049865213255712,-0.0092444313895486,-0.0042976458251895,0.0024582534055612,-0.004603614174933,0.0023505245764378,0.0005847722710545,0.0018975345902815,0.0038281609891897,0.0045720071158387,-0.0011227854852685,-0.0068592487535932,-2.8679396460456683e-05,-0.0009824429267026,-0.001631265886082,0.0023921847737785,-0.0052898361950912,0.0032831040779103,0.7611454422465825,0.45306061212091997,,,,,,,,,,,,,,,,,,,,,,,,
actualidad-rt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0083755949687419,-0.0283569608953455,0.0363683671698992,-0.0188162558062591,0.0285587677489742,-0.008233053792491,0.0095219725604341,-0.0004450415803569,-0.0148928205721331,0.0042313632990299,-0.025465087970336,-0.0287422673330951,0.0044561626971002,-0.0465050580590469,0.0112896299585179,-7.278603913176383e-05,0.0161461268052682,-0.0021236938351591,0.0039177892402551,-6.339031573240579,-2.1002971144086273,,,,,,,,,,,,,,,,,,,,,,,,
xataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010097474053927,-0.0007234566180701,-0.7216120127597012,-0.06305395259125036,,,0.0055860563825229,-0.0037071877819589,0.004071517758992,-0.0027790365646052,0.0056571065972533,-0.0061843690196374,0.0003753586506388,0.0041566429627112,0.0020859328534075,0.0007415725985209,0.0025808997289213,-0.0005139673826691,0.0027504160851022,-0.0058328274994185,-1.2165066215410079,0.30202591189792527,,
elcorreogallego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009529609600082,-0.0049756193614533,-1.6852553720235033,-1.0061825901352515,,,,,,,,,,,,,,,,,,,,
diariosur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01058042352129,-0.6914576633412872,,,,,,,,,,,,,,,,,,
telecinco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0130389485360109,-1.3463675526157148,,,,,,,,,,,,,,,,,,
ultimahora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0093022624103838,-0.3509769496587834,,,,,,,,,,,,,,,,,,
telemadrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0089131970363215,-0.2473364499599913,,,,,,,,,,,,,,,,,,
diariodemallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0053444420449871,0.7033201112821577,,,,,,,,,,,,,,,,,,
diariodelamancha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0128438731791761,-1.2944027446190989,,,,,,,,,,,,,,,,,,
adslzone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022246296332158,-0.0037759624556514,0.0018518241153682,-0.0016982569439569,-0.0018759912435213,-0.0028636196722458,0.000104860688171,0.0035557808587116,0.003282966034416,-0.0004882711029303,0.000601231960271,0.0003994408421588,0.0016686465420378,-0.0022945718226306,-1.076570019986216,-1.6380422294346246,,
bandaancha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020932482582665,-0.0018124104728879,0.001454439766721,-0.0010001696474714,-0.00997455748712,-0.0038853591880929,6.232928091926232e-05,0.003393685453144,-0.0020450865589274,-0.0018549510624072,0.0012483620770716,-0.0002173660070597,0.002558973662172,-0.0022879242891615,-1.9868108475525845,-1.3707946259167894,,
bolsamania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003421909813081,-0.0175672871137317,0.0090957185680035,-0.0079964329203175,-0.01416430304045,-0.0038219568769767,5.006282635867509e-05,0.0025033449324347,0.0120026418352405,-0.0014155067718406,-0.0002790708744851,0.0017506198456598,0.0026261498615553,-0.0034818205405824,2.5720300270801624,-2.304751307487281,,
elchapuzasinformatico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024788268719795,-0.0021017016375915,0.0019499278007086,-0.0016718180407374,-0.00650917019633,-0.005985983969651,0.0025984812532225,0.0088967045644296,-0.0026683789383509,0.0034321952687232,0.0012047180228017,-0.000828579238224,0.0017484712287523,-0.007951277735954,-2.8233153591183333,2.622151397969906,,
genbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026107096521512,-0.0031760316882667,0.0025093800434296,-0.004379958927929,0.0040731365013573,-0.0028868513910036,-0.000454536623082,0.0039364370590401,0.0005861330102779,4.453943971686222e-05,0.0018395000705821,0.0008754125801841,0.0028154648443858,-0.0037847919813112,-0.3440178280389787,-1.082268616364341,,
hipertextual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139076691903608,-0.0020533623540489,0.0030740684515421,-0.0074117936815125,0.0059202956512727,-0.0037073636660235,0.0018986478838328,0.0131044579286254,-0.002932983167942,-0.0009124227530623,-0.0019596221277246,-0.0001872375237352,0.003614935396255,-0.0044723507306934,0.12285316830757309,3.544295561415856,,
businessinsider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036666375812052,-0.0045957062077624,0.0055232476567515,-0.0059798784063711,0.0188299351763587,-0.0008320265904325,0.000414226974964,0.0112619934708743,8.890359645046149e-05,-0.0014835938791579,0.0020454899635945,0.0020691115686505,0.0084868101767259,-0.0028680303403676,2.250551363650947,0.5688647657609267,,
criptonoticias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003159271375725,-0.0028238450380431,0.0037022187571448,-0.0041073796836572,0.0179969619605024,-0.0008385662490584,0.000308652177331,-0.0008090315836224,0.0049711938681124,-0.0045736458093682,0.0004344532214179,0.0007830089460288,0.0021002683273148,-0.0035731078054707,1.0889310061482753,-2.1639999351571846,,
lainformacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0022815769836029,0.25400426212746363
